,Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,0,1.17656255181218,0.323797640378087,0.536927047266024,1.04700168087103,-0.3686521614722849,-0.7285863657216519,0.0846778099656587,-0.0692464738031954,-0.26638869274334,0.155314911583492,1.53577583806166,1.01994669242355,-0.0965113449258387,0.573022992080547,0.2152141557697819,0.265249486354361,-0.612064364204661,0.0938213059720719,-0.0648899877365136,-0.137257512587843,-0.1096272886531649,-0.341365351415902,0.0578450527839203,0.499179789919147,0.4152112120404621,-0.581948633482109,0.0154721345014901,0.0180650394575584,4.67,0
1,1,0.6811094859498571,-3.9347763151814,-3.80182745004244,-1.14746778297694,-0.735540319426235,-0.501096846575689,1.03886506537126,-0.626979162034047,-2.27442282250924,1.52778238399941,-0.0076875149213635,-1.08740278319427,-0.720269887364957,0.85518460671133,-1.07001113325829,-0.869661103677111,0.395302099506992,0.6356946623052541,0.249401172890778,1.34180918098642,0.6522018022050329,0.2726839416887079,-0.9821505930424158,0.1659004387994899,0.3602508998471889,0.19532074419724,-0.256272932445752,0.0565009044745616,912.0,0
2,2,1.14072867493278,0.453483633079527,0.247010003149657,2.38313244172575,0.343287073049311,0.4328035235113379,0.0933800713658686,0.17330981614204,-0.8089993344715899,0.775435674669043,0.726217545284686,0.347647517325707,-0.806752202074433,0.531267896298574,-0.806537635345123,0.1549960088977169,-0.3199353471159279,-0.335549865881973,-0.6489940694885009,-0.232184541183801,-0.0038017561836118,0.0585555861108052,-0.121176859332008,-0.3042148593211,0.6458929357962521,0.122599888636919,-0.0121148193781519,-0.0059450251876801,1.0,0
3,3,-1.1070732901366598,-3.2989023466236205,-0.1840918889409,-1.79574386263204,2.13756366364123,-1.6849921773817802,-2.01560556429795,-0.0071809480280594,-0.165759743554069,0.8696593384343628,-1.02784663972473,-3.22069922320704,3.00700838006838,0.794678680771808,-1.50435085483226,-0.3809851417923839,0.667344424361253,0.676137653331258,-0.419468583176502,0.348269257760798,0.1306475474383649,0.329445035547308,0.927655962168085,-0.0495602056297995,-1.89286586139617,-0.5754311298827239,0.266573084669774,0.414183760657474,62.1,0
4,4,-0.314818210584509,0.866839147946057,-0.124576641190369,-0.627637706382175,2.65176169221357,3.4281277778015697,0.194636636605662,0.67067418797039,-0.4426584148302249,0.133498510544592,0.148565758031525,-0.474103184393633,-0.0113190314368511,-0.4102233050374699,1.6489791462230603,0.2183944633063219,-0.239475290347652,0.422932645839879,1.27498607386185,0.402328834108952,-0.312773896986473,-0.799494296210312,-0.0644884326630717,0.953062238181359,-0.429550127615271,0.158225104114658,0.0769427356959346,-0.0150512571594898,2.67,0
5,5,-0.7132655233833951,0.8691317657256271,0.330114127691021,0.90227541221365,0.520835942850439,-0.537035840825657,0.301954527265917,0.2091166529020769,-0.7324408031474109,-0.266401998717856,-1.16014202451272,0.489390243416392,1.55427641217641,0.2713297905956789,0.936913349342059,0.0417739132778939,-0.43747695521095,0.240087372827437,0.694507997195951,-0.125640240808164,0.114404884938731,0.412488644999981,0.2231798715156999,-0.4305224588120879,0.109774317441376,-0.274568845415547,-0.108067256262484,-0.0753175840785533,4.95,0
6,6,1.21906014927591,-0.20770760559296,0.7828093512623922,0.2716546140920489,-0.45665759564797,0.4142009253055689,-0.675132897013956,0.0577137656229038,0.601970300411833,-0.178378037799962,-1.38282181165818,0.560971070059443,2.15012144054546,-0.6229416552398609,1.536766447122,1.18996563589477,-1.28239904639834,0.665347563750583,-0.0811850988682009,0.166220904245966,0.170371574442623,0.541009618552035,-0.257175323272422,-0.904533656364996,0.414090143646885,0.6535652893502579,0.0145831286800524,0.0273198301167238,47.65,0
7,7,0.6839181839407061,0.329216163511858,-1.69302531096804,-1.12364422001265,2.662176668088529,3.563731078571009,-0.309290991369232,-0.0433692640080632,0.0506269712852754,-0.361619465862626,0.0032312965668722,0.183031247881709,-0.228960802556582,0.8391244146458959,1.40364212372637,-0.6093575472791889,-0.370477638193176,0.0768858921496821,0.130976462158568,-0.193571022098557,1.07218827091068,0.671990447087094,-0.208488445792321,0.7350285183244659,0.633443669197182,-0.281231280019685,0.2996861249652019,0.293388772262403,1.0,0
8,8,-1.12782007276595,1.46134177085812,0.526672870617796,-0.15899794729819,0.353157757475784,-1.53919609432521,0.72738270251701,0.2992750358159979,-0.7787677311834441,-1.6625880269293,-0.435397848010138,-1.14007988388685,-1.7222994270597198,-0.8090244470493471,0.541667595842263,0.882181261896181,1.09439236198652,0.594783783108478,-0.8239860836120341,-0.2298306539531869,-0.0680020686120766,-0.494913587345875,-0.343488599100068,0.222014326964754,0.5412706934904971,0.295158111494885,-0.145161304776853,-0.0025918742829547,0.76,0
9,9,-1.7577938917599898,0.821893614697364,2.52948161979867,-0.328198228349407,-0.9020617644378728,0.7398031960913141,-0.119755145007264,-0.7976910945825529,0.7395077223210259,3.4585174582175497,1.49440354032187,-0.788336268944408,-1.25881531798993,-1.21665528987384,1.4768633165821898,-1.7250004894151598,-0.589340722863319,2.1415963188339697,-0.8833098977655821,-0.165371728320314,0.0284906229818732,0.778324501972428,-0.0730341620480002,0.135779781606437,-0.955392732886916,-0.5036130661475129,-1.8342807788391104,-0.585528283148285,10.0,0
10,10,0.3492770469389699,-2.53949294786732,0.645773477610495,-0.503734101496225,-1.79285207584029,0.986512337639922,-0.927262113720766,0.219742969297513,4.58370173086934,-1.99680409339553,-1.72263033669242,-2.4866832570378903,0.5159724299088471,0.509013078330519,-1.17012526149959,-0.560609389520666,0.889733391938494,1.00933207348984,1.34682540496673,0.7933715428289491,0.105307737590943,0.0289271029038927,-0.7410567145497892,-0.9657563299418308,0.491040798886895,0.314924699458182,-0.0317493640348727,0.0890218208315428,488.99,0
11,11,-0.411809717463036,1.0234273615561,1.2641027125421298,0.0255064316901838,0.233213481617185,-0.549449215458867,0.5827041040386479,0.0847131699011882,-0.353954734523139,-0.5428048504634879,-0.0365346986716209,-0.134240246283214,-0.17157873779117,-0.34534894262888,1.17691882623035,0.101378076761738,0.303302253850524,-0.5537641948004399,-0.447086898776009,0.0729502523088792,-0.236514254431086,-0.599368849926802,0.0231238825640444,0.0153912475451674,-0.2412941393375119,0.102528579074638,0.2592831237965,0.0950536876027737,1.98,0
12,12,-1.1666356016218602,1.38904743035879,1.81443432315958,-0.244076968289188,0.326654742202437,-0.1736787132957,0.946169352780424,-0.4436046825700711,1.95291795226616,1.33814161441393,2.8651207900097204,-2.41724479919257,0.573795613954474,1.07986335988249,-0.1009579094829119,-0.273513921332435,0.142651038000762,-0.138214829951334,-0.435689842203934,0.683068517310503,-0.5771488744975799,-0.596897832875314,-0.014434833107333,0.1048822987530219,-0.2439035669243469,-0.0311911781635012,0.169559562972971,-0.293329468549046,8.99,0
13,13,-1.15606755739674,0.260287688352731,1.1562868457366202,-1.62851921750108,-0.336503005676946,-1.49376042976226,-0.0800787738607676,0.317056600789304,-1.60763690014085,-0.1249484386733539,-0.4447892449544199,-0.536859936243595,0.173637432784292,0.119743390428716,0.0079358217849901,1.35598133094956,0.260224402755905,-1.82781636894591,0.204019026913214,0.2302852113283,-0.221842736509156,-1.07204574268295,-0.000835708153916,0.329366786619409,0.3718473083824969,-0.706482148627277,0.0697101454166238,-0.107622090993737,8.0,0
14,14,-1.1900375719891598,0.649469004735137,2.2844488344274,-1.85969655153249,-0.670685455133979,-0.496543301224811,0.0645228345374382,0.316738213416745,1.0743583668115,-1.83303704796622,-0.0948197110903587,0.985746234741844,0.366893635746716,-0.294185357440378,0.84122721352841,-0.674102783961341,0.0544497025435857,-0.347858942521896,-0.441096922320326,-0.175013023415304,0.1025181584161049,0.4850226902579,-0.300319701247849,0.430586955481412,0.393432854425604,-0.806810312236755,-0.289005607683214,-0.219989154318362,1.0,0
15,15,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.73918788004738,-2.1072192963830703,-5.015847975634309,1.20586815982046,-4.382712508521991,-8.33770697381781,7.19030608944843,-9.424844460491778,-0.2232926464275129,-12.8754942229841,-0.071918160688794,-6.299961397622201,-12.719207160428,-3.74017615583058,0.8440596102964659,2.17270905626492,1.37693832294098,-0.792016725563067,-0.7714141875300359,-0.3795742715395279,0.7187165220080659,1.11115125599517,1.27770725705846,0.8190811520453609,512.25,1
16,16,-1.7471742008941902,0.160249329672751,2.3768434705804,0.7867381803726329,-0.0756045165059148,0.5710591834065301,-0.743427150993569,0.7572197013019191,-0.085915302116521,0.0245183516180808,0.975928633414025,0.367715586409906,-0.134793777236046,0.1076021092365009,1.47951179605825,0.4387118730610089,-0.480860498817495,1.0732776011003,0.155953101861998,0.176275090648803,0.323959518783825,1.04627159721513,-0.095524728864063,-0.293932414118132,0.239307343423356,-0.1018817697890759,-0.008689167187479,-0.175872225146824,9.94,0
17,17,-2.1680014044803,0.0339238193172653,1.44929047480119,-0.812046676535021,1.00246977676303,-1.1380054159101,-0.0374030921330017,0.6697836117069351,-0.895791342861136,-1.41229736233682,1.52647039284351,0.9438860928296072,-0.200264758233831,0.154614053427669,-0.509142687373268,0.990877049848248,-0.295180552048454,-0.255696991549672,-1.86437110587743,-0.0027794668330719,-0.0044599597824615,-0.731487367666938,-0.1355469886077309,0.166992774401447,0.2296654234170519,-0.1585055152864019,-0.128138643274694,-0.197550558345829,1.79,0
18,18,1.09517701629955,0.0199510356127011,0.802611222986113,1.43437865390992,-0.7947243056289008,-0.740487288709882,-0.0340830417661926,-0.0734446861787759,0.56515738649156,-0.169784026552433,-0.5266810875914,0.291869085393849,-0.7501502306290271,0.091363930506196,-0.1072530477056859,-0.330638209312095,0.0821792996932212,-0.569963010702185,-0.0815030333522807,-0.125719814268415,-0.2317878668568639,-0.6093174849016241,0.0549083642365572,0.6740762857769389,0.416991788165312,-0.566887391685431,0.0291080555832176,0.0367395507017176,46.03,0
19,19,0.0124048644403335,0.323292491552179,1.44713081828435,0.7527468944424641,-0.103551551386808,-0.1744786000543259,-0.129466551664188,0.178702394680297,0.511474749044725,-0.334617518884251,-1.2227241426633502,-0.0651603790280056,-0.0756885536274956,-0.238191496758686,0.525094998685873,0.3698231955315429,-0.6895799598163129,0.4295450771820979,-0.452441509563559,-0.1145364491329899,0.184651957890626,0.5991860532513579,0.1480233360098719,-0.134496291120416,-0.984077449707176,-0.80310008346211,0.2188609580667999,0.1428064408926919,10.89,0
20,20,1.24097174900597,0.0565194160604082,0.356187031118709,0.444613853106906,-0.428139132746174,-0.522949324862756,-0.177291922731154,0.0702704949132512,0.0941305214279972,0.1594617616170719,0.863245010256616,-0.0560305046913034,-1.59952696366275,0.7915023819854761,0.562773321031998,0.6847078003923011,-0.6868445107125689,0.2930695719345449,0.309008969266989,-0.194007023216965,-0.249812068494268,-0.847427844842779,0.10627122567397,-0.0593012478143971,0.168163401448295,0.1041843828708389,-0.0455021557490449,0.001272122867072,0.99,0
